Course Name,Instructor,Price,Enrolled,Duration,Link,Detail
รู้ลึกเรื่อง Coding ภาษา C แบบมีหลักการ พร้อมลงมือเขียนจริงแบบ step by step,ศุภชัย สมพานิช,"฿1,690.00","2,865",5.20 ชม. ,https://futureskill.co/course/detail/117,รู้ลึกเรื่อง Coding ภาษา C แบบมีหลักการ พร้อมลงมือเขียนจริงแบบ step by stepคอร์สเรียนนี้เหมาะกับใครนักเรียนนักศึกษาทุกสาขาอาชีพที่สนใจและต้องการเริ่มต้นเขียนโปรแกรมภาษาแรกด้วย Cทำไมต้องเรียนคอร์สนี้คนที่ต้องการเริ่มต้นเขียนโปรแกรมภาษาแรก มีทางเลือกหลายภาษา การเริ่มต้นด้วยภาษา C เป็นอีก 1 ทางเลือกที่น่าสนใจอธิบายหลักการเขียนโปรแกรมเน้นความเข้าใจเป็นหลัก เป็นขั้นตอน Step By Stepพื้นฐานที่จำเป็น?/สิ่งที่ต้องมี:ไม่ต้องมีพื้นฐานการเขียนโปรแกรมโปรแกรมที่ต้องใช้โปรแกรม Dev C++ (ไม่มีค่าใช้จ่าย)คอร์สนี้เรียนอะไรบ้างทำความรู้จักกับภาษา Cไวยากรณ์เบื้องต้นของภาษา Cการเขียนโปรแกรมวนลูปเพื่อสร้างการทำงานประเภททำซ้ำ ถือเป็นหลักการพื้นฐานอีกหัวข้อหนึ่งของการเขียนโปรแกรม (Loop)การตรวจสอบเงื่อนไข (Conditional Statements)ทำงานกับข้อความ (string)ฟังก์ชันและพารามิเตอร์ (Function and parameter)อาร์เรย์ (Array)พอยน์เตอร์ (Pointer)ทำงานกับระบบไฟล์Workshopสรุปเนื้อหาที่สอนและแนวทางการต่อยอด
Intensive SEO ทำเว็บไซต์ให้ติดหน้าแรกบน Google โดยไม่เสียค่าใช้จ่าย,ภัควลัณชญ์   โรจน์จณปรีดากุล,฿990.00,"1,881",5.18 ชม. ,https://futureskill.co/course/detail/116,Intensive SEO ทำเว็บให้ติดหน้าแรกและสร้าง Passive income จาก Google Adsenseคอร์สเรียนนี้เหมาะ กับใครสำหรับพ่อค้าแม่ค้าOnlineContent creatorนักการตลาดที่ต้องการประหยัด Cost ในการ PR สินค้า หรือบริการบุคคลที่สนใจด้าน Digital Marketing เพื่อหารายได้เสริมอีก 1 ช่องทางคอร์สนี้ถูกอัพเดทใหม่ล่าสุด สำหรับการทำ SEO เพื่อดัน Content ให้ติดหน้า 1 Googleทำไมต้องเรียนคอร์สนี้ยุคของโลก Online กำลังบูมมากแทบจะทุกอาชีพต้องปรับตัวเข้าสู่ Plathform Online ทั้งหมด ทำให้คนธรรมดาที่มีแค่อาชีพเดียวอาจไม่เพียงพออีกต่อไปไม่ว่าคุณจะทำธุรกิจแบบไหน ในอุตสาหกรรมไหน ล้วนแต่ต้องเข้าถึงการทำการตลาดเพื่อใช้หาลูกค้า และ SEO คือ 1 ในการทำการตลาดที่ช่วยประหยัด Cost ที่สุดหากคุณขายของ Online แต่ไม่อยากเสียค่า Ads เพื่อให้ขายได้ การทำ SEO จะช่วยให้ลูกค้าเข้าถึงสินค้าของคุณได้มากขึ้น แบบฟรีๆคนที่เป็นนักการตลาดอยู่แล้ว อยากพัฒนาตัวเอง อยากรู้ให้รอบด้านของการทำการตลาด หรือต้องการพัฒนาตัวเองให้ตอบโจทย์กับองค์กร คอร์สนี้ไม่ควรพลาดค่ะ แล้วอุปสรรคในการหางานใหม่ หรือการเติบโตในสายงานจะหมดไปสำหรับสาย Content นักเล่าเรื่องราว อย่าเก็บไว้แค่ใน Fanpage หรือ Diary เพราะ Content เหล่านี้สามารถสร้าง Passive income ให้คุณได้อีกมหาศาลพื้นฐานที่จำเป็น?/สิ่งที่ต้องมี/ทักษะที่ต้องมี:ต้องสามารถใช้งาน Social media ได้เช่น IG Youtube Facebookชอบท่องเว็บเป็นชีวิตจิตใจเข้าใจ Code Html แบบพื้นฐาน เช่น H1 H2สิ่งที่ต้องมีNotebook หรือ PCเว็บไซต์ของตัวเอง หรือเว็บไซต์ขายของโปรแกรมที่ต้องใช้Wordpress / wix / blogspot / lnwshop (ใช้สำหรับยกตัวอย่างการติดตั้ง code Adsense + Analytics)Google AnalyticsGoogle Search consoleGoogle AdsUbersuggestTrends24.inCanvaKWFinderSEOQuakeScreaming FrogGoogle Adsenseคอร์สนี้สอนอะไรบ้างทำไมต้อง SEO แล้ว SEO กับ SEM ต่างกันอย่างไร SEO ช่วยลด Cost ให้ธุรกิจได้จริงหรอ ตอนนี้ทั้งโลกต้องการคนที่ทำ SEO ได้มากแค่ไหนกันWEBSITE ของคุณพร้อมสำหรับการทำ SEO แล้วหรือยัง วิธีเช็คคุณภาพเว็บไซต์ ด้วย ToolCOMPETITIVE ANALYSIS วิเคราะห์คู่แข่งและวางแผนกลยุทธ์ให้ปังเพื่อลดหย่อนระยะเวลาในการทำ SEOKEYWORD RESEARCH เรียนรู้ Tactic การใช้คีย์เวิร์ดดันเว็บให้คนเสิร์ชยังไงก็เจอAdvanced เจาะลึกการทำ SEO On-page/ Off-page และการทำ SEO แบบเข้นข้นด้วย Codeเพิ่มยอดเข้าชมด้วย Content และเทคนิคการทำ SEO แบบเจาะลึกGoogle search console เครื่องมือฟรี ที่คนทำ SEO ห้ามทิ้ง!! พร้อมเทคนิคดัน Content ทุกแบบให้ติดหน้า 1 GoogleCase Study: SEO for business การทำ SEO ให้กับธุรกิจต่างๆสร้าง Passive income จากเว็บไซต์คุณเองด้วย Google AdSenseสร้างตัวตนบนโลก Online เพื่อรองรับการทำ Passive income ให้ง่ายขึ้น
รู้ลึกเรื่องบริหารทีมให้มีประสิทธิภาพแบบฉบับหัวหน้ายุคใหม่กับ HR มืออาชีพ (People Management),ชัญญชิตา  ศรีชัย,"฿1,190.00","1,298",3.59 ชม. ,https://futureskill.co/course/detail/115,People Management: HR for Non HR พัฒนาทักษะการบริหารคนสำหรับหัวหน้างาน ผู้จัดการสายงานคอร์สเรียนนี้เหมาะกับใครผู้บริหารหัวหน้างาน/ผู้จัดการวัตถุประสงค์ของคอร์สเรียนเพื่อให้หัวหน้างาน ผู้จัดการสายงาน เข้าใจบทบาทที่สำคัญและแนวปฏิบัติในการบริหารและพัฒนาบุคลากรเพื่อให้หัวหน้างาน ผู้จัดการสายงานเรียนรู้และสามารถใช้เทคนิคในการบริหารบุคลากรได้อย่างเหมาะสมเกิดประสิทธิภาพเพื่อเสริมสร้างทักษะการบริหารบุคลากรของหัวหน้างาน ผู้จัดการสายงานเพื่อสร้างความสำเร็จร่วมกันในองค์กรเพื่อให้หัวหน้างาน ผู้จัดการสายงาน สามารถนำความรู้ที่ได้รับไปใช้เพื่อทำงานร่วมกันกับ HR ได้อย่างมีประสิทธิภาพเพื่อสร้างความสำเร็จในองค์กรร่วมกันจุดเด่นของคอร์สนี้อธิบายเทคนิคในการทำงานบริหารคนด้วยคำย่อที่ง่ายต่อการจำ และสรุปแนวทางทำงานร่วมกันอย่างมีประสิทธิภาพจากประสบการณ์ทำงานจริง ไม่ใช่เพียงทฤษฎี
เจาะข้อมูลทางภาษา หา insight ใน data ด้วย Natural Language Processing และ Deep learning,ธีธัช  อนุรักษ์สุนทร,"฿1,190.00","1,916",2.34 ชม. ,https://futureskill.co/course/detail/114,"เจาะข้อมูลทางภาษา หา insight ใน data ด้วย Natural Language Processing และ Deep learningคอร์สเรียนนี้เหมาะกับใครนักเรียน นักศึกษาผู้มีความรู้ทางด้านโปรแกรมมิ่งผู้ที่มีความสนใจในการวิเคราะห์และนำข้อมูลคำพูดภาษาไทยและภาษาอังกฤษใช้ในการทำ Digital transformation ให้กับโจทย์ทางธุรกิจทำไมต้องเรียนคอร์สนี้ความรู้ทางด้านการวิเคราะห์คำพูดภาษาไทยถือเป็นทักษะมีความต้องการสูงในทุกๆอุตสหกรรมไม่ว่าจะเป็น Customer relationship management, Digital Maketing, Customer insight แต่เป็นทักษะที่น้อยคนในประเทศไทยจะมี ซึ่งปัจจุบันหลายๆอุตสหกรรมไทยยังคงใช้คนในการประมวลผลข้อมูล ซึ่งเป็นการเปลืองทรัพยากรและเวลา การนำความรู้นี้มาประยุกต์จะสามาราถช่วยให้เกิดการ digital transformation ที่ช่วยให้ลดเวลาและทรัพยากรในการทำงานและเพิ่มประสิทธิภาพในการ deliver ความต้องการของลูกค้าได้มากขึ้นพื้นฐานที่จำเป็น?/สิ่งที่ต้องมี:ความรู้ทางด้านสถิติและdataพื้นฐานความรู้ทางด้าน Machine learning พื้นฐานความรู้ทางด้านภาษา Pythonโปรแกรมที่ต้องใช้Python (ไม่มีค่าใช้จ่าย)Colab (ไม่มีค่าใช้จ่าย)"
พัฒนาวิธีคิด รู้เทคนิคการแก้ปัญหา ต่อยอดสู่การทำงานด้วย Problem Solving Skill,อรพินท์  ธีระตระกูลชัย,"฿1,190.00","5,182",3.48 ชม. ,https://futureskill.co/course/detail/113,พัฒนาวิธีคิด รู้เทคนิคการแก้ปัญหา ต่อยอดสู่การทำงานด้วย Problem Solving Skillคอร์สเรียนนี้เหมาะกับใครคนที่ต้องการมีทักษะในการแก้ปัญหาและตัดสินใจได้ทั้งในเรื่องงานและส่วนตัวเหมาะกับคนทำงานประจำ หัวหน้างาน ผู้บริหารระดับต้น-สูง Freelance เจ้าของกิจการ ที่ต้องการเพิ่มทักษะการแก้ไขปัญหาวัตถุประสงค์ของคอร์สเรียนพัฒนาทักษะการแก้ปัญหาและตัดสินใจ ช่วยให้เกิดมุมมองรอบด้านรู้แนวทางในการแก้ปัญหา เครื่องมือและเทคนิคในการตัดสินใจเข้าใจกระบวนการแก้ปัญหาที่ซับซ้อน ตัดสินใจอย่างเป็นระบบสามารถคิดหาแนวทางใหม่ๆในการแก้ปัญหา เพื่อช่วยประสิทธิภาพการทำงานคอร์สนี้สอนอะไรบ้างเพราะอะไรทักษะการแก้ไขปัญหาจึงสำคัญและจำเป็นมาทำความรู้จักสมองกันดีกว่ามุมมองเกี่ยวกับปัญหาเข้าใจวงจรการแก้ไขปัญหาการวิเคราะห์ข้อมูลเพื่อหาสาเหตุและกำหนดสมมติฐานการประเมินสถานการณ์ (Situational Analysis)กระบวนการคิดแก้ไขปัญหาการสร้างทางเลือกเพื่อแก้ปัญหากระบวนการคิดตัดสินใจอย่างมีเหตุผลการป้องกันปัญหาที่จะเกิดขึ้นในอนาคต
สร้าง Dashboard วิเคราะห์ข้อมูลอย่างมีประสิทธิภาพด้วย Tableau,สกุลรัตน์  ขุนสูงเนิน,"฿1,190.00","4,373",3.10 ชม. ,https://futureskill.co/course/detail/112,"สร้าง Dashboard วิเคราะห์ข้อมูลอย่างมีประสิทธิภาพด้วย Tableauคอร์สเรียนนี้เหมาะกับใครผู้ที่สนใจเรียนรู้โปรแกรม Tableau ในการสร้าง Dashboard โดยเน้นการออกแบบให้เหมาะสมและตรงต่อความต้องการของแต่ละ Audience เช่น ผู้บริหาร พนักงานทำไมต้องเรียนคอร์สนี้นอกจากที่ผู้เรียนจะได้เรียนรู้การใช้โปรแกรม Tableau พื้นฐานแล้ว ยังได้เรียนรู้เกี่ยวกับการออกแบบเบื้องต้น ทำให้สามารถเริ่มต้นในการออกแบบ ไปจนถึงการสร้าง Dashboard ได้อย่างเหมาะสมหลังจากที่ได้เรียนคอร์สนี้พื้นฐานที่จำเป็น?/สิ่งที่ต้องมี:ทักษะพื้นฐานโปรแกรม Excelเข้าใจลักษณะข้อมูลพื้นฐาน เช่น Date, String, Numberโปรแกรมที่ต้องใช้Tableau Desktop(Free Trial : 14 Days)คอร์สเรียนสอนอะไรบ้างทำความเข้าใจว่า Data visualization คืออะไรทำความเข้าใจก่อนว่า เวลาจะเริ่มต้นสร้าง dashboard ควรวิเคราะห์และคำนึงถึงปัจจัยใดบ้างแนะนำเกี่ยวกับโปรแกรม Tableau เบื้องต้นGetting Started with dataทำความรู้จักกับ Chart รูปแบบต่างๆDashboard and Storytelling with DataData Analyst/ Business Analyst Workflowแนะนำเครื่องมือและเว็บไซต์ ที่ช่วยให้การทำ dashboard สวยงามและสะดวกสบายมากยิ่งขึ้นWorkshop ลงมือทำ Project จากโจทย์ธุรกิจสรุปเนื้อหาที่สอนและแนวทางการต่อยอด"
เจาะลึกพื้นฐานภาษาญี่ปุ่นให้สื่อสารอย่างมั่นใจกับ Japanese for everyone!,สุรีรัตน์  ศิริพิทักษ์วงศ์,฿990.00,"3,166",5.32 ชม. ,https://futureskill.co/course/detail/111,เจาะลึกพื้นฐานภาษาญี่ปุ่นให้สื่อสารอย่างมั่นใจกับ Japanese for everyone!คอร์สเรียนนี้เหมาะกับใครบุคคลทุกเพศทุกวัยที่เริ่มสนใจในภาษาญี่ปุ่นท่านที่ชอบเดินทางไปท่องเที่ยวญี่ปุ่นด้วยตัวเองท่านที่รอบตัวมีคนญี่ปุ่นอยู่ เช่น ที่ทำงาน เพื่อน และอยากจะเริ่มสื่อสารกับคนญี่ปุ่นเป็นภาษาญี่ปุ่นได้วัตถุประสงค์ของคอร์สเรียนมุ่งหวังที่จะให้ผู้เรียนได้สนุกสนานกับภาษาญี่ปุ่นไม่รู้ตัวอักษรภาษาญี่ปุ่นก็สามารถพูดได้ปูพื้นฐานภาษาญี่ปุ่นในระดับเบื้องต้น เพื่อให้ผู้เรียนสามารถศึกษาต่อในระดับที่สูงขึ้นต่อไปได้เนื้อหาหลากหลาย สามารถเลือกเรียนสถานการณ์เฉพาะที่ตรงกับความสนใจได้พื้นฐานที่จำเป็น?/สิ่งที่ต้องมี:ไม่จำเป็นต้องมีพื้นฐานโปรแกรมที่ต้องใช้Application/Website แปลภาษา Thai-Japanese / Japanese-Thai
ติดอาวุธพิชิตปัญหากับแนวคิด Growth Mindset ให้เติบโตแบบก้าวกระโดด,สรีน่า  ตัน,"฿1,590.00","3,739",3.15 ชม. ,https://futureskill.co/course/detail/110,ติดอาวุธพิชิตปัญหากับแนวคิด Growth Mindset ให้เติบโตแบบก้าวกระโดดคอร์สเรียนนี้เหมาะกับใครพนักงานบริษัทเจ้าของกิจการบุคคลทั่วไปที่สนใจพัฒนา mindset และความคิด ให้เติบโตได้ก้าวกระโดดวัตถุประสงค์ของคอร์สเรียนเพื่อให้ผู้เรียนเข้าใจหัวใจของ Growth Mindset และสามารถดีไซน์วิธีการสร้าง Mindset ที่เหมาะที่สุดสำหรับตัวเอง และทีมงานได้จุดเด่นของคอร์สนี้ประสบการณ์ผู้สอนที่เคยสอนองค์กรระดับประเทศในหัวข้อนี้มาแล้ว รวมถึงการใช้เคสตัวอย่าง และ mini workshop ที่ทำให้เข้าใจง่าย นำไปประยุกต์ได้จริงเรียนอะไรบ้างในคอร์สนี้ทำความรู้จักกับ Growth MindsetMini Workshop ดีไซน์ตัวเองฉบับ Growth Mindsetทำความเข้าใจการเติบโตของสมองGrowth Mindset สำหรับการสร้างทักษะให้เติบโตแบบก้าวกระโดดได้อย่างไรGrowth Mindset สำหรับความสัมพันธ์Mindset เปลี่ยนแปลงได้ยังไงทำความรู้จัก Mindset Languageกลยุทธ์การสร้าง Growth MindsetMini workshop ให้นักเรียนเปลี่ยน Fixed Mindset เป็น Growth Mindsetของตัวเองการสร้าง Growth Mindset ให้กับทีมMini Workshop คิดไอเดียสร้าง Growth Mindset ให้ทีมงานWorkshop เน้นการลงมือทำหรือยก case study/Growth Mindset กับเหตุการณ์ต่างๆ เช่นการฝึกสกิลการสร้างความสัมพันธ์การสร้างทีม
ทำ Line Marketing แบบตอบโจทย์การตลาดครบวงจรสำหรับธุรกิจยุคใหม่,กัญสพัฒน์  อัศวรุจานนท์,"฿1,290.00","2,351",4.27 ชม. ,https://futureskill.co/course/detail/109,คอร์สเรียนนี้เหมาะ กับใครเจ้าของธุรกิจทุกขนาด ที่อยากเพิ่มยอดขายด้วย LINE ให้มากขึ้นบุคลากรฝ่ายการตลาด ที่ต้องการเพิ่มประสิทธิภาพการสื่อสารทางการตลาดให้ดีขึ้น ด้วย Application Chat ที่เป็นที่นิยมในไทยวัตถุประสงค์ของการเรียนคอร์สนี้เพื่อสร้างความน่าเชื่อถือให้กับธุรกิจของคุณเพื่อเพิ่มยอดขายอีกช่องทางเพื่อรู้จักและเข้าใจเครื่องมือการแชทที่เข้าถึงคนไทยมากที่สุดทำไมต้องเรียนคอร์สนี้ถ้าอยากขายออนไลน์ให้ได้ใจลูกค้า คุณต้องรู้จักเล่น LINE ให้เป็น จริงๆ แล้ว LINE ที่เราใช้กันอยู่ทุกวัน มาพร้อมเครื่องมือมากมายที่ใช้ฟรี แต่ไม่ค่อยมีใครรู้ (นอกจากเจ้าของร้านและนักขายเก่งๆ)คอร์สนี้จะพาคุณทะลวงทุกเครื่องมือ พร้อมจัดลำดับความสำคัญในการใช้งาน และช่วยยกระดับบัญชี LINE OA ของธุรกิจคุณ ให้ปิดการขายได้มากกว่าเดิม ดูเป็นมืออาชีพมากกว่าเดิม และใช้หาลูกค้าใหม่ได้มากกว่าทุกครั้งที่ผ่านมาคอร์สนี้สอนอะไรบ้างปูพื้นฐานและการใช้งานฟีเจอที่น่าสนใจของ LINE Official Accountการสร้างและ Setup ร้านค้าให้เป็นมืออาชีพสร้างร้านค้าให้เป็นเว็บไซต์ E-Commerce ด้วย Line My Shopวิเคราะห์กลุ่มเป้าหมายและวางกลยุทธ์สำหรับยิงโฆษณาเทคนิคการทำคอนเทนต์ให้ตอบโจทย์ผู้ใช้ Line และการเพิ่ม Media ต่างๆเริ่มต้นโปรโมทโฆษณาผ่าน Line Ads Platform ด้วยตัวเองเทคนิคทำการตลาดและเพิ่ม Followers แบบมีคุณภาพสร้าง Automated Response ตอบกลับข้อความแบบอัตโนมัติ สร้างประสบการณ์ที่ดีให้กับลูกค้าตั้งแต่ครั้งแรกกรณีศึกษาจริงของสินค้าแต่ละประเภทFinal Workshop: ออกแบบ Content รองรับทุกขั้นตอนการรับรู้ของลูกค้า
เปิดร้านอาหารออนไลน์ ให้ขายดี ไม่ต้องมีหน้าร้านแบบ Food Delivery,เขมณัฏฐ์    ศิลา,฿990.00,"1,687",5.34 ชม. ,https://futureskill.co/course/detail/108,เปิดร้านอาหารออนไลน์ ให้ขายดี ไม่ต้องมีหน้าร้านแบบ Food Deliveryคอร์สเรียนนี้เหมาะ กับใครเจ้าของร้านอาหารขนาดเล็กร้านอาหารทั่วไป Street food เครื่องดื่ม ที่ต้องการเพิ่มช่องทางการขาย โดยไม่จำเป็นต้องพึ่งลูกค้าจากออฟไลน์อย่างเดียวเจ้าของร้านอาหารขนาดกลางถึงใหญ่ที่ต้องการเทคนิคและการจัดการระบบต่างๆในการขยายช่องทางการขายอาหาร ลงในแพลตฟอร์ม Food Delivery และการขาย Delivery ด้วยตัวเองคนที่มีฝีมือในการทำอาหารต้องการนำทักษะที่มีไปประกอบอาชีพหรือหารายได้เสริมจากช่องทางออนไลน์ทำไมต้องเรียนคอร์สนี้คอร์สนี้จะสอนให้คุณสามารถเปิดธุรกิจร้านอาหารออนไลน์ โดยที่ไม่ต้องมีพื้นฐานมาก่อน เพียงแค่คุณมีฝีมือหรือสูตรเด็ดในการทำอาหาร คอร์สนี้จะสอนคุณตั้งแต่กลยุทธ์การสร้างร้านอาหาร เทคนิคการนำร้านจากออฟไลน์ขึ้นสู่ออนไลน์ กระบวนการขายอาหารออนไลน์ต่างๆ ทักษะกลยุทธ์การเปิดร้าน Food Delivery ช่องทางการโปรโมท เทคนิคการดีลกับไรเดอร์ และเบื้องหลังการขายอาหารออนไลน์จากผู้มีประสบการณ์จริง ที่จะทำให้ยอดขายคุณพุ่งทะลุเป้า การันตีด้วยรางวัลจากแพลตฟอร์ม Food Delivery Grabคอร์สนี้สอนอะไรบ้างปูพื้นฐาน ทำไมเราต้องมี Food DeliveryChecklists ร้านอาหารที่ต้องมียุค 5.0 Delivery เราเตรียมตัวกันอย่างไร ?เตรียมความพร้อมเข้าร่วมกับ Partner ต่างๆเตรียมความพร้อมก่อนขาย - ขายที่ไหน ขายยังไง ให้ได้กำไร ไม่ขาดทุน!การบริหารจัดการงานและเวลาต่างๆใน Food delivery (Time management and kitchen organization)ลงขายกับ Platform Delivery ตัวช่วยขยายฐานลูกค้า'กลยุทธ์' สร้างแบรนด์ Food Delivery ให้แข็งแกร่งสร้างคอนเทนต์และรูปภาพ การใช้ SOCIAL ให้คนซื้อโดนใจ อยากสั่งมัดใจลูกค้าด้วย Service Mind ให้กลับมาซื้อซ้ำ!รู้เรื่องการเงินและการบัญชีเบื้องต้นสำหรับธุรกิจ Food DeliveryBonus Track บอกเล่าเคล็ดลับจากประสบการณ์ผู้ขายจริง
ปั้นธุรกิจให้โตแบบก้าวกระโดด ตรงเป้าหมาย ด้วยกลยุทธ์ Growth Hacking,สรีน่า  ตัน,"฿1,290.00","3,850",3.15 ชม. ,https://futureskill.co/course/detail/107,"ปั้นธุรกิจให้โตแบบก้าวกระโดด ตรงเป้าหมาย ด้วยกลยุทธ์ Growth Hackingคอร์สเรียนนี้เหมาะกับใครนักการตลาดเจ้าของธุรกิจ SME, Startupsผู้สนใจเรื่องการตลาดวัตถุประสงค์ของคอร์สเรียนเพื่อให้ผู้เรียนเข้าใจการวางกลยุทธ์การตลาดแบบ Growth Hacking เพื่อให้ได้ผลลัพธ์ที่มากกว่า ด้วยต้นทุนที่ต่ำกว่าจุดเด่นของคอร์สนี้เน้นการวางกลยุทธ์การตลาดแบบใหม่ เพื่อเพิ่มผลลัพธ์ทางการตลาด ด้วยต้นทุนต่ำกว่า จากประสบการณ์ตรงจากวงการSilicon Valley สหรัฐอเมริกาคอร์สนี้เรียนอะไรบ้างGrowth Hacking คืออะไร?Growth Hacking Frameworkเทคนิคการตั้งเป้า Growth Hackingเติบโตก้าวกระโดด ยอดขายพุ่ง ต้นทุนต่ำด้วย Network Effectเพิ่มประสิทธิภาพการตลาดด้วย Feedback Loopลงมือวางแผน Growth Hacking"
รู้เทคนิคซื้อ Facebook Ads สร้างรายได้ผ่านวิกฤตจากมืออาชีพ,ชนิตา  อภิรมย์วรการ,"฿1,290.00","3,167",4.10 ชม. ,https://futureskill.co/course/detail/106,"รู้เทคนิคซื้อ Facebook Ads สร้างรายได้ผ่านวิกฤตจากมืออาชีพคอร์สเรียนนี้เหมาะ กับใครผู้เรียนที่อยากจะทำโฆษณาผ่าน Facebook Ad manager แต่ยังไม่ถนัด หรือยังไม่เข้าใจว่า Ad manager สามารถทำอะไรได้บ้างผู้เรียนที่อยากเข้าใจการใช้ Ad manager มากยิ่งขึ้นผู้เรียนที่อยากจะทำโฆษณาให้ตรงกลุ่มเป้าหมายมากยิ่งขึ้นทำไมต้องเรียนคอร์สนี้เพิ่มความเข้าใจในการใช้งาน Facebook ad manager และเข้าใจ หลักการทำงาน, สิ่งที่ควรวัดประสิทธิภาพในเชิงลึกพื้นฐานที่จำเป็น?/สิ่งที่ต้องมี/ทักษะที่ต้องมี:การใช้งาน Facebook ad manager เบื้องต้นการใช้งาน Facebook fanpage เบื้องต้นโปรแกรมที่ต้องใช้Facebook ad managerFacebook fan pageคอร์สนี้เรียนอะไรบ้างการอัปเดตเทรนด์ดิจิทัลปี 2021Facebook Ads Manager คืออะไร และสามารถทำอะไรได้บ้าง?เรียนรู้เพิ่มเติมเกี่ยวกับตัวจัดการโฆษณา (Facebook Ads manager)กลยุทธ์และวิธีการวางแผนกลยุทธ์สื่อด้วยการใช้ Facebook Campaign Plannerวิธีการกำหนดกลุ่มเป้าหมายที่เหมาะสมและการเพิ่มประสิทธิภาพเรียนรู้เพิ่มเติมเกี่ยวกับรูปแบบโฆษณาบน Facebookวิธีเริ่มต้นแคมเปญ Conversionรู้จัก CPAS ที่ช่วยให้ธุรกิจ E-Commerce สร้างยอดขายได้มากขึ้นการวัดผลลัพธ์และประสิทธิภาพการทำงานของโฆษณาให้แม่นยำทำความรู้จักฟีเจอร์สุดเจ๋ง “Facebook Shops”Bonus Track!Workshop"
จัดการฐานข้อมูลอย่างมีประสิทธิภาพ พร้อมวิเคราะห์ข้อมูลที่มีในไม่กี่อึดใจด้วย SQL Command,ผศ.ดร.พีระศักดิ์ อินทรไพบูลย์,฿990.00,"8,590",4.20 ชม. ,https://futureskill.co/course/detail/105,"จัดการฐานข้อมูลอย่างมีประสิทธิภาพ พร้อมวิเคราะห์ข้อมูลที่มีในไม่กี่อึดใจด้วย SQL Commandคอร์สนี้เหมาะกับเหมาะใครคนที่ต้องการนำข้อมูลไปใช้งานบุคคลทั่วไปที่สนใจด้าน databaseคนที่ต้องการเปลี่ยนสายงานโปรแกรมที่ต้องใช้XAMPP (Apache Web Server) ประกอบด้วย Apache, MySQL, PHP และ Perlคอร์สนี้สอนอะไรบ้างIntroduction to Data and DatabaseRelational vs. NoSQL DatabaseRelational Database Management System ทำความรู้จักกับ RDBMSทำความรู้จักกับภาษา SQL ข้อดี-ข้อเสีย ทำไมถึงเหมาะกับงาน Database และคำสั่งการเขียน SQLสอนโครงสร้างของ database และการออกแบบ database ที่มีหลายตาราง รวมถึงการทำ multi-table querie และการ querie ข้อมูลที่ด้วยคำสั่งมีความซับซ้อนมากขึ้น พร้อมแนะนำวิธีการ clean data ให้พร้อมใช้งานWorkshop 1:ฝึกการออกแบบ database และ การจัดการ database เกี่ยวกับระบบงาน CRM เบื้องต้นWorkshop 2: การเรียกข้อมูลผ่าน SQL Command เพื่อแก้ปัญหาธุรกิจ พร้อม analyze data หา business insight เช่น การหา Top spender, สินค้าที่ขายดี, สินค้าที่ลูกค้าแต่ละรายนิยมซื้อ, การดูพฤติกรรมการซื้อตามแต่ละกลุ่ม persona เป็นต้นWorkshop 3:ตัวอย่างการเขียน Web application (ด้วย php เบื้องต้น) เพื่อติดต่อ Databaseสรุปเนื้อหาที่เรียน"
วิเคราะห์ข้อมูลทางภาษา ไขปัญหาทางธุรกิจด้วย Natural Language Processing,ธีธัช  อนุรักษ์สุนทร,"฿1,190.00","2,002",3.29 ชม. ,https://futureskill.co/course/detail/104,วิเคราะห์ข้อมูลทางภาษา ไขปัญหาทางธุรกิจด้วย Natural Language Processingคอร์สเรียนนี้เหมาะกับใครคอร์สนี้เหมาะกับ นักเรียน นักศึกษา ผู้มีความรู้ทางด้านโปรแกรมมิ่งพื้นฐานหรือผู้ที่มีความสนใจในการวิเคราะห์และนำข้อมูลคำพูดภาษาไทยและภาษาอังกฤษใช้ในการทำ Digital transformation ให้กับโจทย์ทางธุรกิจพื้นฐานที่จำเป็น?/สิ่งที่ต้องมี:ความรู้ทางด้านสถิติและdataพื้นฐานความรู้ทางด้าน Machine learning พื้นฐานความรู้ทางด้านภาษา Pythonโปรแกรมที่ต้องใช้Python (ไม่มีค่าใช้จ่าย)Colab (ไม่มีค่าใช้จ่าย)เรียนอะไรบ้างในคอร์สนี้Introduction to Neural Language ProcessingWrap up ความรู้พื้นฐานWord Vectorizer and Machine learningText Analysis การนำข้อมูลคำพูดมาวิเคราะห์ ให้ได้ insightWorkshop หา insight จาก data และสร้าง machine learning modelWorkshop การสร้าง Classifier โดยใช้ทั้งข้อมูลข้อความและข้อมูลตัวเลขสรุปเนื้อหาที่สอน แนวทางการต่อยอด
